Age.at.T04,Gender.T04,Religious.T04,Religion.Identification.T04,T4.MAORI.GME,T4.MAORI.VEM,Perc.Discrim.T04
29.60438056125941,0,0,NA,5,2.142857142857143,1
53.28952772073922,0,0,NA,6,6.714285714285714,1
46.04791238877481,0,1,5,7,3.2857142857142856,5
35.71252566735113,1,0,NA,5.75,4.428571428571429,5
65.62354551676934,1,0,NA,4.75,2.7142857142857144,1
50.20670773442848,0,1,7,3.2857142857142856,4,2
38.431211498973305,0,1,6,6.5,1,1
25.481177275838466,1,1,4,7,7,5
57.60438056125941,0,1,7,6.857142857142857,5,5
40.355920602327174,0,0,NA,6.375,6.714285714285714,2
42.893908281998634,0,0,NA,6,3.4285714285714284,4
32.68993839835729,0,1,6,3.5,1,2
65.33333333333333,1,1,5,6.375,5.142857142857143,4
68.23819301848049,0,0,NA,6,3.857142857142857,2
36.20260095824778,1,0,NA,6.875,5.571428571428571,2
30.376454483230663,0,1,5,7,5.142857142857143,4
56.56947296372348,0,1,7,7,4,7
44.30116358658453,0,0,NA,5.125,5.142857142857143,3
34.8829568788501,1,0,NA,5.25,5.285714285714286,2
40.167008898015055,0,0,NA,5.875,4.428571428571429,3
41.59890485968515,1,0,NA,5.125,5.857142857142857,2
30.72142368240931,0,0,NA,6.75,4,2
48.941820670773446,1,0,NA,5.75,2,1
59.46338124572211,1,1,7,7,3.2857142857142856,7
39.129363449691994,0,0,NA,5.125,4.142857142857143,2
67.72895277207392,1,0,NA,5,3.4,3
44.11772758384668,0,0,NA,6.75,3.7142857142857144,5
67.88227241615331,1,1,4,7,6.333333333333333,6
45.19917864476386,1,0,NA,6.625,3.142857142857143,5
51.501711156741955,0,1,4,5.5,4,2
57.46748802190281,1,0,NA,5.375,1.1428571428571428,1
43.35386721423682,1,0,NA,6.125,2.7142857142857144,2
51.9917864476386,0,1,4,6.625,5.428571428571429,6
48.02190280629706,0,1,5,6.875,4.857142857142857,5
63.030800821355236,0,1,5,4.5,5.142857142857143,6
39.10746064339494,0,NA,NA,5.857142857142857,6,1
64.21081451060917,1,0,NA,4.375,2,4
41.14168377823409,1,1,6,7,7,4
60.90075290896646,0,0,NA,5.875,5.571428571428571,4
60.72553045859001,0,1,4,7,6.142857142857143,5
52.63791923340178,0,1,2,5.5,5.285714285714286,1
48.49007529089665,1,1,7,6.25,5.571428571428571,3
28.427104722792606,0,0,NA,6.125,2.7142857142857144,1
51.08008213552361,0,1,7,7,6.857142857142857,1
23.759069130732374,0,0,NA,5.125,7,7
45.045859000684466,0,0,NA,2.875,1,1
23.195071868583163,0,0,NA,6.25,3.2857142857142856,3
39.68788501026694,0,0,NA,6.625,1.4285714285714286,3
60.48186173853525,1,1,4,5.5,4.166666666666667,2
49.497604380561256,0,1,7,6.125,5.2,1
37.95482546201232,1,1,7,6.75,7,4
26.535249828884325,0,0,NA,6.625,6.571428571428571,1
31.693360711841205,0,1,3,6.75,6.285714285714286,4
20.88158795345654,0,0,NA,3.125,1.7142857142857142,1
34.62833675564682,0,0,NA,2.875,2,1
29.15811088295688,1,0,NA,4.125,6.714285714285714,6
42.677618069815196,0,1,7,5,1.8571428571428572,1
35.36481861738535,1,0,NA,5.875,4.142857142857143,5
67.07734428473648,1,1,3,5.375,5.857142857142857,7
38.8062970568104,0,0,NA,5.625,4.6,2
37.84531143052703,1,1,6,3.375,5,5
58.62286105407255,0,0,NA,4.5,5.857142857142857,4
51.290896646132786,0,1,NA,5.125,6.571428571428571,4
60.145106091718,1,1,1,5.125,7,1
47.846680355920604,1,0,NA,4.375,3.5714285714285716,1
39.006160164271044,0,1,7,7,5.285714285714286,1
58.82819986310746,0,0,NA,3.5,3.4285714285714284,1
68.9883641341547,1,1,6,5.125,3.7142857142857144,4
22.02053388090349,0,0,NA,4.125,3.142857142857143,6
65.82067077344284,1,0,NA,6.875,6.857142857142857,7
55.94250513347023,1,1,1,6,7,1
24.83504449007529,0,0,NA,3.625,4,4
39.723477070499655,1,0,NA,6.125,5.714285714285714,3
50.37371663244353,0,1,4,7,7,1
34.332648870636554,1,0,NA,7,7,2
38.34360027378508,0,0,NA,5.5,4.142857142857143,4
55.39493497604381,1,0,NA,6.333333333333333,4.8,4
38.85557837097878,0,0,NA,7,2.2857142857142856,2
21.138945927446954,0,0,NA,3.5,1,1
50.05886379192334,0,0,NA,5.125,5.571428571428571,2
41.57973990417522,1,0,NA,5.5,4.571428571428571,1
23.238877481177276,1,1,4,5.375,1.2857142857142858,1
54.58179329226557,0,0,NA,5.625,5,5
36.17796030116359,0,0,NA,3.75,1.1428571428571428,1
38.59822039698837,0,1,3,6.25,6.428571428571429,5
58.52703627652293,1,0,NA,7,7,4
45.34428473648186,0,1,5,5.25,6.714285714285714,1
55.56741957563313,0,1,6,6.125,5.571428571428571,4
61.65639972621492,1,0,NA,6.125,7,4
68.7939767282683,0,1,6,6.75,5,5
56.54757015742642,1,1,4,5.625,7,3
54.21492128678987,1,1,7,6.625,7,2
46.77344284736482,0,1,1,7,5,1
68.09856262833675,1,1,6,6.25,4.428571428571429,2
47.29911019849418,0,0,NA,7,7,1
52.67077344284736,1,1,2,4.875,3.5714285714285716,5
21.760438056125942,0,0,NA,3.375,2.5714285714285716,2
22.754277891854894,0,1,7,6.25,4.333333333333333,3
23.362080766598222,0,1,5,6.875,4.142857142857143,3
27.72347707049966,0,0,NA,6,5,1
65.01026694045174,0,0,NA,4.875,2.2857142857142856,1
36.681724845995895,0,1,7,3.375,2.142857142857143,1
56.58590006844627,0,0,NA,3.875,2.142857142857143,2
51.70431211498973,0,1,7,6,2.5714285714285716,1
27.32375085557837,0,0,NA,7,7,1
41.31690622861054,0,1,5,5.875,2.5714285714285716,5
61.28678986995209,1,1,4,4.125,2.142857142857143,1
36.591375770020534,1,0,NA,5,1.8571428571428572,3
58.562628336755644,1,0,NA,6.875,5.857142857142857,1
64.53935660506502,1,0,NA,5.625,6.428571428571429,1
46.08898015058179,0,0,NA,4.125,7,4
29.388090349075977,1,0,NA,5.875,4.714285714285714,1
32.84325804243669,1,0,NA,3.125,2.7142857142857144,1
23.835728952772072,0,0,NA,6.75,4.571428571428571,1
45.93839835728953,0,0,NA,6.5,4.285714285714286,5
36.70636550308008,0,1,4,6.5,4.714285714285714,6
45.927446954141,0,0,NA,6.875,6.142857142857143,1
26.21492128678987,0,0,NA,4.857142857142857,1,1
55.88774811772758,0,1,7,7,4.857142857142857,5
61.87542778918549,0,0,NA,6.5,1.1428571428571428,1
39.6413415468857,0,0,NA,4,6.857142857142857,1
63.40588637919233,0,0,NA,4.125,3.5714285714285716,1
42.32443531827516,1,0,NA,5,5,3
65.74127310061601,0,1,5,6.571428571428571,7,2
35.356605065023956,0,1,4,7,5.142857142857143,1
48.71731690622861,1,0,NA,4.625,5.428571428571429,2
49.09240246406571,1,1,3,3.625,4.8,5
45.987679671457904,1,0,NA,7,6.714285714285714,7
58.893908281998634,0,1,2,4.875,5.285714285714286,1
32.342231348391515,1,1,7,6.375,2.4285714285714284,2
52.18891170431211,1,1,6,6.25,7,4
33.81519507186858,0,0,NA,6.125,6,4
44.87337440109514,1,0,NA,5.5,2.4285714285714284,2
65.1854893908282,0,1,6,4.285714285714286,1,1
45.295003422313485,0,1,3,3.75,4.714285714285714,1
52.48733744010951,0,0,NA,5,3.142857142857143,1
61.36618754277892,0,0,NA,5.25,5.285714285714286,3
39.304585900068446,0,1,7,7,3.5714285714285716,5
45.045859000684466,0,1,5,7,7,7
44.79671457905544,1,1,5,5.5,1.1428571428571428,5
61.47296372347707,1,0,NA,6.571428571428571,5.428571428571429,1
50.4476386036961,1,0,NA,5.125,4.142857142857143,1
48.42984257357974,0,0,NA,5.25,3.8333333333333335,3
41.79876796714579,1,0,NA,6.875,6.285714285714286,5
43.79739904175222,0,1,5,7,3.142857142857143,3
37.086926762491444,0,0,NA,3.625,1.8571428571428572,4
64.44079397672827,0,0,NA,4.375,6.428571428571429,1
35.73169062286105,0,0,NA,6.625,6.142857142857143,6
61.295003422313485,0,0,NA,5,6.142857142857143,4
21.15811088295688,0,0,NA,5.25,5.285714285714286,2
65.04585900068446,0,1,3,5.25,6,3
52.90075290896646,0,0,NA,4.125,4.428571428571429,2
58.31622176591376,0,0,NA,3.625,2.4285714285714284,2
49.973990417522245,0,0,NA,5.5,4,6
34.47775496235455,1,0,NA,6,3,1
45.856262833675565,0,0,NA,6.75,6.428571428571429,3
43.337440109514034,1,0,NA,5.5,7,2
34.776180698151954,1,1,4,4.125,2.5714285714285716,1
43.6331279945243,1,1,2,6,4.857142857142857,2
41.56331279945243,1,0,NA,3.5,1,1
21.130732375085557,0,0,NA,6,1.1428571428571428,3
64.30116358658454,0,1,7,6.125,4,4
58.17385352498289,1,NA,NA,7,7,6
21.155373032169745,1,0,NA,6.375,1.5714285714285714,2
65.33607118412047,1,0,NA,7,7,2
49.360711841204655,0,1,5,6.25,5.285714285714286,5
23.786447638603697,1,0,NA,4.125,5.857142857142857,2
32.421629021218344,0,1,4,4.5,1.8571428571428572,3
46.87200547570158,0,1,2,4.875,6.857142857142857,2
32.15058179329227,1,0,NA,4,1,2
42.58179329226557,0,1,3,5.75,4.714285714285714,2
30.483230663928815,1,1,1,6.375,5.571428571428571,2
61.17180013689254,1,0,NA,6,6.285714285714286,4
37.4757015742642,0,1,7,7,6,4
40.84052019164955,1,1,6,6.125,7,4
38.85284052019165,0,0,NA,6,2.857142857142857,2
60.26830937713895,0,1,7,7,6.5,1
67.87405886379193,0,1,4,5.25,5.714285714285714,2
50.789869952087614,1,1,7,7,6.285714285714286,6
42.38193018480493,1,NA,NA,6.5,4,3
66.36002737850787,0,1,7,3.5714285714285716,3.7142857142857144,6
50.32991101984942,1,0,NA,5,3.7142857142857144,2
45.04312114989733,0,1,5,7,3.142857142857143,5
56.309377138945926,1,1,5,5.875,6.142857142857143,4
48.10403832991102,1,0,NA,6.5,6.142857142857143,2
51.53456536618754,1,1,6,5.625,1.2857142857142858,2
44.39972621492129,1,0,NA,6.625,2.7142857142857144,1
54.80355920602327,1,1,4,5.5,4.857142857142857,3
62.65845311430527,1,1,5,7,4.428571428571429,1
49.26488706365503,0,0,NA,6.875,5.142857142857143,1
35.43052703627652,1,0,NA,5.625,6,4
53.78781656399726,0,0,NA,6.25,5.285714285714286,1
24.80766598220397,0,0,NA,6.375,6.285714285714286,1
40.054757015742645,0,0,NA,4.75,4.714285714285714,4
36.681724845995895,0,1,4,6.5,3.5714285714285716,4
33.11430527036276,0,1,6,6.875,6.428571428571429,4
50.5242984257358,0,0,NA,5.714285714285714,5.142857142857143,1
49.51950718685831,0,0,NA,4.125,4.428571428571429,5
42.57084188911704,0,0,NA,5.5,1,2
47.9233401779603,1,0,NA,5.875,4.142857142857143,3
61.831622176591374,0,0,NA,6.125,5.142857142857143,4
45.270362765229294,0,1,3,5.875,5.285714285714286,5
58.795345653661876,0,1,6,7,6.428571428571429,3
31.482546201232033,1,0,NA,6.125,6.142857142857143,3
50.51882272416153,1,1,4,4.75,4.571428571428571,3
45.883641341546884,0,0,NA,4.375,1,1
41.65639972621492,0,0,NA,5.125,3.142857142857143,1
24.996577686516083,0,1,6,6.375,1.5714285714285714,2
20.908966461327857,0,0,NA,5.625,1.2857142857142858,1
62.27241615331965,0,1,7,5.875,3.857142857142857,2
47.4798083504449,1,0,NA,6.25,4.428571428571429,2
54.09445585215606,0,1,1,6.142857142857143,5.285714285714286,7
65.56057494866529,0,0,NA,6.75,3.7142857142857144,2
51.2580424366872,0,0,NA,6.25,7,1
43.81656399726215,0,1,4,6,5.714285714285714,1
65.51676933607118,1,0,NA,6.125,5.714285714285714,4
46.510609171800134,1,0,NA,5,6.142857142857143,7
52.648870636550306,1,NA,NA,5.25,5.285714285714286,2
30.234086242299796,0,0,NA,7,6.571428571428571,2
29.505817932922657,1,0,NA,2.875,1.1428571428571428,1
47.87132101300479,1,1,5,5.625,4.714285714285714,6
22.190280629705683,1,1,5,6.5,3.3333333333333335,6
49.28952772073922,1,0,NA,6,3.7142857142857144,4
45.158110882956876,0,1,4,7,6.571428571428571,2
45.42094455852156,0,0,NA,6.75,4.142857142857143,2
32.2984257357974,0,0,NA,6,3.2857142857142856,1
50.08350444900753,0,0,NA,5.75,2.2857142857142856,4
52.563997262149215,1,0,NA,4.125,1.1428571428571428,1
50.85831622176591,1,1,5,6.875,6.857142857142857,1
52.205338809034906,0,0,NA,6.125,4,2
20.93634496919918,0,0,NA,5.625,3.4285714285714284,1
19.523613963039015,1,0,NA,4.375,1.5714285714285714,4
54.78713210130048,1,0,NA,4,2.4285714285714284,2
66.6858316221766,0,1,5,7,5.571428571428571,1
37.883641341546884,0,0,NA,4.375,2.5714285714285716,2
52.53661875427789,0,0,NA,6.25,1.8571428571428572,4
39.51540041067762,0,0,NA,4.875,1,2
35.017111567419576,0,0,NA,4.375,3.7142857142857144,2
56.73921971252567,1,0,NA,4.5,2,1
35.35386721423682,0,0,NA,6.75,3.8333333333333335,3
63.983572895277206,0,1,5,6.375,3.857142857142857,6
43.436002737850785,0,1,7,6.25,5.285714285714286,4
37.5605749486653,0,0,NA,6.625,7,1
21.982203969883642,1,1,5,6.375,4.285714285714286,6
27.07460643394935,0,0,NA,3.125,1.4285714285714286,1
62.08624229979466,1,0,NA,2.375,4.285714285714286,4
52.9637234770705,0,1,4,6.625,6.142857142857143,3
63.115674195756334,1,1,5,6.75,7,3
67.01711156741958,1,0,NA,4.125,4,5
41.69472963723477,0,1,4,6.125,3.857142857142857,2
33.828884325804246,1,0,NA,7,2.857142857142857,5
43.69883641341547,0,0,NA,5.375,4.571428571428571,4
51.29363449691992,0,0,NA,6,7,4
32.99931553730322,0,1,5,6.125,5.428571428571429,2
49.921971252566735,1,0,NA,3.875,5.428571428571429,4
61.14442162902122,1,0,NA,4.5,5.571428571428571,3
59.937029431895965,0,1,6,4.875,1.1428571428571428,3
47.082819986310746,0,0,NA,6.875,4,1
38.573579739904176,0,1,4,7,2.5714285714285716,1
21.927446954141,1,1,6,6.875,6.714285714285714,5
44.26283367556468,0,0,NA,6.75,6.142857142857143,6
30.70773442847365,1,0,NA,6,4.285714285714286,3
38.29158110882957,0,0,NA,4.625,4.714285714285714,3
52.492813141683776,0,1,2,6.625,5.142857142857143,4
65.87268993839835,1,1,7,6.375,6.428571428571429,1
27.60574948665298,0,0,NA,6.5,2.4285714285714284,4
50.32991101984942,0,1,6,6.25,7,5
35.553730321697465,0,0,NA,5.875,5,2
33.74948665297741,0,1,3,3.857142857142857,3,2
61.946611909650926,0,0,NA,7,7,6
31.54551676933607,0,0,NA,6.875,4.571428571428571,2
37.1170431211499,0,0,NA,5.375,5.142857142857143,4
41.87542778918549,0,0,NA,6.75,3.7142857142857144,5
60.596851471594796,0,0,NA,5.25,7,4
36.26283367556468,0,1,7,7,7,1
25.188227241615333,1,1,1,4.25,1.7142857142857142,4
54.59548254620123,1,0,NA,5.625,2.2857142857142856,2
30.31895961670089,0,0,NA,4.8,3,3
21.744010951403148,1,1,3,4.875,2.5714285714285716,2
49.96303901437371,1,0,NA,6,6.571428571428571,4
52.832306639288156,1,NA,NA,7,6.857142857142857,1
43.082819986310746,1,0,NA,4,2,2
29.79876796714579,0,0,NA,5.75,2.4285714285714284,1
48.99657768651608,0,1,4,5.285714285714286,4,2
62.652977412731005,1,0,NA,4.75,1,1
45.831622176591374,0,0,NA,4.25,6,2
27.16221765913758,0,0,NA,6.875,3.5714285714285716,2
33.24572210814511,0,1,NA,6.5,6.285714285714286,4
42.822724161533195,1,0,NA,6.125,5.285714285714286,3
57.05681040383299,1,1,NA,7,7,1
58.110882956878854,0,0,NA,5.875,4.571428571428571,6
67.06365503080082,0,1,7,6.25,7,1
58.43394934976044,0,1,7,6.166666666666667,1,4
24.62422997946612,0,1,7,5.625,1.4285714285714286,3
54.69404517453799,1,1,3,6.25,7,6
58.12457221081451,1,0,NA,3.375,4,1
44.199863107460644,1,1,6,6.5,5.714285714285714,3
46.351813826146476,0,0,NA,5.875,4.571428571428571,1
67.21971252566735,1,1,4,6.375,7,5
38.926762491444215,0,0,NA,4.625,3,2
38.001368925393564,0,NA,NA,6.285714285714286,4.571428571428571,4
48.0766598220397,0,0,NA,6.125,5.142857142857143,5
61.55783709787816,0,1,6,6.857142857142857,1,2
55.290896646132786,0,0,NA,6,4.857142857142857,3
54.677618069815196,0,1,6,4.4,1.1666666666666667,1
34.573579739904176,0,1,7,4.5,1.4285714285714286,1
36.24914442162902,1,1,3,4.25,2.5714285714285716,2
38.23956194387406,0,0,NA,6.125,3.6,2
42.72142368240931,1,0,NA,3.75,3.2857142857142856,6
42.072553045859,1,1,4,6.625,1,6
62.554414784394254,1,1,NA,3.625,5.571428571428571,3
44.59411362080767,0,1,6,6,4,1
34.30527036276523,0,1,7,6.5,2.7142857142857144,1
36.139630390143736,0,0,NA,4.875,2.7142857142857144,4
NA,0,0,NA,5.875,4,5
56.19712525667351,1,0,NA,4.75,1,1
57.48117727583847,1,1,4,5.125,4,4
37.437371663244356,0,1,7,5.875,1,1
49.09240246406571,1,0,NA,6.75,3.857142857142857,2
54.510609171800134,1,1,1,6,3.7142857142857144,2
49.79329226557152,0,0,NA,6.5,5.714285714285714,4
69.3141683778234,0,0,NA,7,6.142857142857143,2
46.20670773442848,1,0,NA,4.75,6,1
34.86379192334018,0,0,NA,4.5,6.428571428571429,5
56.32032854209446,1,0,NA,5.5,5.857142857142857,2
42.53798767967146,0,0,NA,7,2.142857142857143,7
53.2621492128679,1,0,NA,5.75,1,1
57.6290212183436,1,1,7,6.25,2,1
62.39561943874059,1,NA,NA,5.875,5.142857142857143,1
36.65434633812457,0,0,NA,6.25,7,7
45.779603011635864,0,1,1,4,1.5714285714285714,2
59.46338124572211,0,1,6,5.5,3.857142857142857,1
38.41478439425051,0,0,NA,5.875,5.285714285714286,2
63.04996577686516,0,1,4,4.625,2.7142857142857144,2
51.71800136892539,0,0,NA,4.125,3.5714285714285716,4
61.4072553045859,0,NA,NA,5.75,1.1428571428571428,1
46.992470910335385,0,1,5,6.375,1.4285714285714286,4
64.13963039014374,0,1,6,6,3,2
32.07939767282683,0,1,7,5.75,5.285714285714286,2
38.554414784394254,0,0,NA,3.5,2,2
28.145106091718002,0,1,4,4.75,4.857142857142857,3
57.921971252566735,1,1,3,1.875,1,1
57.21834360027378,0,1,5,7,7,7
60.167008898015055,0,1,4,4.857142857142857,4,4
32.64613278576318,0,1,NA,6.75,4.857142857142857,4
34.29705681040383,0,0,NA,6.625,3.7142857142857144,3
